tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,actorId,actorName,actorName2
tt0064103,movie,The Bookseller Gave Up Bathing,Bokhandlaren som slutade bada,0,1969,\N,99,"Comedy,Drama",nm0474649,"nm0474649,nm0632148",nm0474649,Jarl Kulle,
tt0064123,movie,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,0,1969,\N,107,"Comedy,Musical","nm0627969,nm0931530","nm0627969,nm0712029",nm0627969,Anthony Newley,
tt0064128,movie,Capricci,Capricci,0,1969,\N,89,"Comedy,Crime,Drama",nm0070644,nm0070644,nm0070644,Carmelo Bene,
tt0064168,movie,Ciné-girl,Ciné-girl,0,1969,\N,90,Drama,nm0163095,"nm0304698,nm0163095",nm0163095,Francis Leroi,
tt0064276,movie,Easy Rider,Easy Rider,0,1969,\N,95,"Adventure,Drama",nm0000454,"nm0001228,nm0000454,nm0816143",nm0000454,Dennis Hopper,
tt0064295,movie,Eriksson,Eriksson,0,1969,\N,91,Drama,nm0249735,nm0249735,nm0249735,Allan Edwall,
tt0064308,movie,El extraño caso del doctor Fausto,El extraño caso del doctor Fausto,0,1969,\N,82,"Drama,Fantasy",nm0840779,nm0840779,nm0840779,Gonzalo Suarez,
tt0064313,movie,Familiarities,Familiaridades,0,1969,\N,93,"Comedy,Drama,Romance",nm0147356,\N,nm0147356,Felipe Cazals,
tt0064322,movie,The Woman with the Knife,La femme au couteau,0,1969,\N,80,"Drama,Thriller",nm0863604,nm0863604,nm0863604,Timite Bassori,
tt0064390,movie,Le Grand Amour,Le grand amour,0,1969,\N,87,"Comedy,Romance",nm0959916,"nm0959916,nm0140643",nm0959916,Pierre Etaix,
tt0064465,movie,Ice,Ice,0,1970,\N,130,"Drama,Sci-Fi",nm0469650,nm0469650,nm0469650,Robert Kramer,
tt0064558,movie,Sixtynine,Sixtynine 69,0,1969,\N,98,"Drama,Romance",nm0232807,nm0232807,nm0232807,Jorn Donner,
tt0064565,movie,"Köpfchen in das Wasser, Schwänzchen in die Höh","Köpfchen in das Wasser, Schwänzchen in die Höh",0,1969,\N,83,Comedy,nm0299730,"nm0299730,nm0064981",nm0299730,Helmut Fornbacher,
tt0064575,movie,The Last of the Ski Bums,The Last of the Ski Bums,0,1969,\N,86,"Documentary,Sport",nm0058209,nm0058209,nm0058209,Dick Barrymore,
tt0064593,movie,The Virgin's Bed,Le lit de la vierge,0,1969,\N,114,"Comedy,Drama,Fantasy",nm0308042,nm0308042,nm0308042,Philippe Garrel,
tt0064625,movie,Maidstone,Maidstone,0,1970,\N,110,Drama,nm0537551,nm0537551,nm0537551,Norman Mailer,
tt0064646,movie,Marry Me! Marry Me!,Mazel Tov ou le mariage,0,1968,\N,100,"Comedy,Drama",nm0001945,nm0001945,nm0001945,Claude Berri,
tt0064673,movie,Mission Batangas,Mission Batangas,0,1968,\N,100,"Action,Adventure,War",nm0488814,"nm0488814,nm0031398",nm0488814,Keith Larsen,
tt0064677,movie,Mnasidika,Mnasidika,0,1969,\N,70,Fantasy,"nm0011897,nm0272104",\N,nm0272104,Michael Findlay,
tt0064728,movie,The Night of the Following Day,The Night of the Following Day,0,1969,\N,93,"Action,Crime,Drama","nm0180369,nm0095524","nm0180369,nm0680984,nm0925137",nm0095524,Richard Boone,
tt0064767,movie,Operation Cross Eagles,Operation Cross Eagles,0,1968,\N,90,"Action,Adventure,War",nm0002017,"nm7046959,nm0287181,nm0659076",nm0002017,Richard Conte,
tt0064805,movie,The People and Their Guns,Le peuple et ses fusils,0,1970,\N,95,"Documentary,War","nm0412235,nm1331277","nm0412235,nm0520931,nm1331277",nm0412235,Joris Ivens,
tt0064822,movie,El pocho,El pocho,0,1970,\N,95,"Comedy,Drama",nm0327606,nm0327606,nm0327606,Eulalio Gonzalez,
tt0064951,movie,The Secret Life of Hernando Cortez,The Secret Life of Hernando Cortez,0,1969,\N,69,Comedy,nm0150174,nm0150174,nm0150174,John Chamberlain,
tt0065025,movie,The Southern Star,The Southern Star,0,1969,\N,104,"Adventure,Comedy,Crime","nm0000080,nm0370868","nm0700950,nm0781250,nm0894523",nm0000080,Orson Welles,
tt0065063,movie,Take the Money and Run,Take the Money and Run,0,1969,\N,85,"Comedy,Crime",nm0000095,"nm0000095,nm0741582",nm0000095,Woody Allen,
tt0065064,movie,Talash,Talash,0,1969,\N,175,"Romance,Thriller",nm0707705,"nm0707705,nm0729815",nm0707705,O.P. Ralhan,
tt0065145,movie,The Ultimate Degenerate,The Ultimate Degenerate,0,1969,\N,70,"Horror,Thriller",nm0272104,nm0272104,nm0272104,Michael Findlay,
tt0065259,movie,El águila descalza,El águila descalza,0,1971,\N,90,"Comedy,Crime,Drama",nm0000778,"nm0000778,nm0136061,nm0194745,nm0650881",nm0000778,Alfonso Arau,
tt0065554,movie,Le cinéma de papa,Le cinéma de papa,0,1971,\N,90,"Comedy,Drama",nm0001945,nm0001945,nm0001945,Claude Berri,
tt0065577,movie,Le coppie,Le coppie,0,1970,\N,111,"Comedy,Drama","nm0598102,nm0001120,nm0814773","nm0531431,nm0814242,nm0835267,nm0001120,nm0598102,nm0814773",nm0814773,Alberto Sordi,
tt0065585,movie,Crates,Crates,0,1970,\N,85,Drama,nm0430858,"nm0430858,nm0529781",nm0430858,Alfredo Joskowicz,
tt0065590,movie,An Imperfect Crime,Crimen imperfecto,0,1970,\N,88,Comedy,nm0273178,"nm0557980,nm0895937",nm0273178,Fernando Fernan Gomez,
tt0065627,movie,El desastre de Annual,El desastre de Annual,0,1970,\N,82,\N,nm0002797,"nm0002797,nm0555908",nm0002797,Ricardo Franco,
tt0065653,movie,Don Giovanni,Don Giovanni,0,1970,\N,90,"Drama,Romance",nm0070644,"nm0053571,nm0070644",nm0070644,Carmelo Bene,
tt0065703,movie,First Love,Erste Liebe,0,1970,\N,89,"Drama,History,Romance",nm0001703,"nm0332419,nm0001703,nm0877057",nm0001703,Maximilian Schell,
tt0065719,movie,Fiebre,Fiebre,0,1971,\N,90,Drama,nm0090109,"nm0090109,nm0002701",nm0090109,Armando Bo,
tt0065867,movie,Husbands,Husbands,0,1970,\N,154,"Comedy,Drama",nm0001023,nm0001023,nm0001023,John Cassavetes,
tt0065999,movie,The Hammer of God,Long hu dou,0,1970,\N,87,"Action,Crime,Drama",nm0911093,nm0911093,nm0911093,Jimmy Wang Yu,
tt0066070,movie,Mera Naam Joker,Mera Naam Joker,0,1970,\N,224,"Comedy,Drama",nm0004292,"nm0007815,nm0006370",nm0004292,Raj Kapoor,
tt0066081,movie,Good-Bye Nana,Ministern,0,1970,\N,100,Drama,nm0474649,"nm0474649,nm0959713",nm0474649,Jarl Kulle,
tt0066145,movie,Night of the Witches,Night of the Witches,0,1970,\N,75,"Comedy,Crime,Horror",nm0488814,"nm0488814,nm0287181",nm0488814,Keith Larsen,
tt0066204,movie,Part One: 806,Part One: 806,0,1970,\N,70,Drama,nm0530479,nm0530479,nm0530479,Chris Lofven,
tt0066238,movie,Pravda,Pravda,0,1970,\N,58,Documentary,"nm0000419,nm0123169,nm0343932,nm0736644","nm0123169,nm0000419,nm0343932,nm0736644",nm0000419,Jean-Luc Godard,
tt0066241,movie,Prem Pujari,Prem Pujari,0,1970,\N,192,"Action,Drama,Musical",nm0007147,nm0007147,nm0007147,Dev Anand,
tt0066277,movie,A Girl Called Jules,La ragazza di nome Giulio,0,1970,\N,106,Drama,nm0884547,"nm0884547,nm0563520,nm0586835,nm0181753,nm0223855,nm0224125",nm0884547,Tonino Valerii,
tt0066335,movie,The Savage Wild,The Savage Wild,0,1970,\N,103,"Adventure,Drama",nm0247647,"nm0808073,nm0247647",nm0247647,Gordon Eastman,
tt0066495,movie,The Twelve Chairs,The Twelve Chairs,0,1970,\N,94,Comedy,nm0000316,"nm0407633,nm0678205,nm2159971,nm1018558,nm0000316",nm0000316,Mel Brooks,
tt0066500,movie,Hope,Umut,0,1970,\N,100,Drama,"nm0351410,nm0351566","nm0351410,nm0351566",nm0351566,Yilmaz Guney,
tt0066532,movie,Vladimir et Rosa,Vladimir et Rosa,0,1971,\N,103,Drama,"nm0000419,nm0330948,nm0343932","nm0000419,nm0330948",nm0000419,Jean-Luc Godard,
tt0066532,movie,Vladimir et Rosa,Vladimir et Rosa,0,1971,\N,103,Drama,"nm0000419,nm0330948,nm0343932","nm0000419,nm0330948",nm0330948,Jean-Pierre Gorin,
tt0066564,movie,Which Way to the Front?,Which Way to the Front?,0,1970,\N,96,"Comedy,War",nm0001471,"nm0306932,nm0142292,nm0588241",nm0001471,Jerry Lewis,
tt0066742,movie,Aci,Aci,0,1971,\N,78,"Crime,Drama,Romance",nm0351566,nm0351566,nm0351566,Yilmaz Guney,
tt0066743,movie,Acquasanta Joe,Acquasanta Joe,0,1971,\N,94,"Action,Adventure,Drama","nm0307391,nm0365835","nm0307391,nm0688208",nm0365835,Richard Harrison,
tt0066747,movie,Aventuras com Tio Maneco,Aventuras com Tio Maneco,0,1971,\N,95,"Adventure,Animation,Comedy",nm0585919,"nm0267405,nm0585919",nm0585919,Flavio Migliaccio,
tt0066754,movie,Love Hate,L'Albatros,0,1971,\N,92,Thriller,nm0006620,"nm0006620,nm0892071,nm0217779",nm0006620,Jean-Pierre Mocky,
tt0066790,movie,Attack of the Kung Fu Girls,Tie wa,0,1973,\N,117,"Action,Drama",nm0516344,nm0516344,nm0516344,Wei Lo,
tt0066808,movie,Bananas,Bananas,0,1971,\N,82,Comedy,nm0000095,"nm0000095,nm0741582",nm0000095,Woody Allen,
tt0066814,movie,The Battle of Love's Return,The Battle of Love's Return,0,1971,\N,82,Comedy,nm0442207,nm0442207,nm0442207,Lloyd Kaufman,
tt0066831,movie,Big Jake,Big Jake,0,1971,\N,110,Western,"nm0792450,nm0000078","nm0277807,nm0277849",nm0000078,John Wayne,
tt0066832,movie,Billy Jack,Billy Jack,0,1971,\N,114,"Action,Drama",nm0490871,"nm0490871,nm0852255",nm0490871,Tom Laughlin,
tt0066920,movie,Clay Pigeon,Clay Pigeon,0,1971,\N,93,"Action,Drama","nm0805320,nm0827870","nm0118416,nm0343313,nm0750817",nm0827870,Tom Stern,
tt0066999,movie,Dirty Harry,Dirty Harry,0,1971,\N,102,"Action,Crime,Thriller","nm0000142,nm0796923","nm0277807,nm0277849,nm0718466,nm0000517,nm0374268,nm0587518",nm0000142,Clint Eastwood,
tt0067009,movie,One-Armed Boxer,Du bei chuan wang,0,1972,\N,93,"Action,Drama",nm0911093,nm0911093,nm0911093,Jimmy Wang Yu,
tt0067063,movie,Escalofrío diabólico,Escalofrío diabólico,0,1972,\N,85,Horror,nm0552328,"nm0147482,nm0255547,nm0552328",nm0552328,Jorge Martin,
tt0067099,movie,Finis Hominis,Finis Hominis,0,1971,\N,79,"Comedy,Drama,Mystery",nm0596261,"nm0524521,nm0596261",nm0596261,Jose Mojica Marins,
tt0067121,movie,The Chambermaid's Dream,Frustration,0,1971,\N,90,Drama,nm0126864,"nm0126864,nm0501471",nm0126864,Jose Benazeraf,
tt0067167,movie,Gui liu xing,Gui liu xing,0,1971,\N,\N,"Action,Adventure",nm0516344,nm0516344,nm0516344,Wei Lo,
tt0067179,movie,The World of Hans Christian Andersen,Hansu Kurushitan Anderusan no sekai,0,1968,\N,70,"Animation,Family,Fantasy","nm0453030,nm0564841",\N,nm0564841,Chuck McCann,
tt0067183,movie,Haré Rama Haré Krishna,Haré Rama Haré Krishna,0,1971,\N,149,"Drama,Musical",nm0007147,nm0007147,nm0007147,Dev Anand,
tt0067198,movie,Sanrizuka: Heta buraku,Sanrizuka: Heta buraku,0,1973,\N,146,Documentary,nm0644565,\N,nm0644565,Shinsuke Ogawa,
tt0067204,movie,The Hired Hand,The Hired Hand,0,1971,\N,90,"Drama,Western",nm0001228,nm0788991,nm0001228,Peter Fonda,
tt0067258,movie,J W Coop,J W Coop,0,1971,\N,112,"Drama,Western",nm0731772,"nm0731772,nm0142165,nm0795341",nm0731772,Cliff Robertson,
tt0067318,movie,The Love Bug Rally,Ein Käfer geht aufs Ganze,0,1971,\N,92,Comedy,nm0728699,"nm7202847,nm0728699",nm0728699,Rudolf Zehetgruber,
tt0067364,movie,La lunga ombra del lupo,La lunga ombra del lupo,0,1971,\N,100,"Drama,War",nm0541973,"nm0541972,nm0541973",nm0541973,Gianni Manera,
tt0067370,movie,O Macabro Dr. Scivano,O Macabro Dr. Scivano,0,1971,\N,72,Horror,"nm0127936,nm0778535","nm0778535,nm0127936",nm0778535,Raul Calhado,
tt0067385,movie,The Troubles of Alfred,Les malheurs d'Alfred,0,1972,\N,98,"Comedy,Romance,Sport",nm0007069,"nm0007069,nm0002216,nm0749183,nm0867718",nm0007069,Pierre Richard,
tt0067482,movie,A New Leaf,A New Leaf,0,1971,\N,102,"Comedy,Romance",nm0561938,"nm0561938,nm0728567",nm0561938,Elaine May,
tt0067527,movie,On Any Sunday,On Any Sunday,0,1971,\N,96,"Documentary,Sport",nm0113164,\N,nm0113164,Bruce Brown,
tt0067556,movie,Pastel de sangre,Pastel de sangre,0,1971,\N,89,Horror,"nm0069118,nm0161621,nm0554880,nm0885268","nm0885268,nm0554880,nm0069118,nm0161621",nm0161621,Jaime Chavarri,
tt0067565,movie,Between Miracles,Per grazia ricevuta,0,1971,\N,122,Comedy,nm0542063,"nm0542063,nm0536238,nm0073053,nm0207401",nm0542063,Nino Manfredi,
tt0067588,movie,Play Misty for Me,Play Misty for Me,0,1971,\N,102,"Drama,Thriller",nm0000142,"nm0374268,nm0718466",nm0000142,Clint Eastwood,
tt0067606,movie,Preacherman,Preacherman,0,1971,\N,87,"Comedy,Drama",nm0899164,"nm0281353,nm0899164",nm0899164,Albert T. Viola,
tt0067631,movie,Psychout for Murder,Salvare la faccia,0,1969,\N,88,"Drama,Thriller",nm0106387,"nm0106387,nm0188020,nm0689838,nm0716701",nm0106387,Rossano Brazzi,
tt0067640,movie,Quando os Deuses Adormecem,Quando os Deuses Adormecem,0,1972,\N,82,Horror,nm0596261,"nm0524521,nm0596261",nm0596261,Jose Mojica Marins,
tt0067668,movie,Reshma and Shera,Reshma Aur Shera,0,1971,\N,158,"Drama,Musical,Romance",nm0004570,nm0713587,nm0004570,Sunil Dutt,
tt0067697,movie,The Sabbat of the Black Cat,The Sabbat of the Black Cat,0,1973,\N,80,Horror,nm0550459,"nm0550459,nm0000590",nm0550459,Ralph Lawrence Marsden,
tt0067704,movie,Samad and the Carpet of Hazrat Suleman,Samad va ghalicheyeh hazrat soleyman,0,1971,\N,109,Comedy,nm0768558,nm0768558,nm0768558,Parviz Sayyad,
tt0067716,movie,Schlock,Schlock,0,1973,\N,80,"Comedy,Horror,Sci-Fi",nm0000484,nm0000484,nm0000484,John Landis,
tt0067774,movie,Sometimes a Great Notion,Sometimes a Great Notion,0,1971,\N,114,"Action,Adventure,Drama",nm0000056,"nm0450181,nm0310775",nm0000056,Paul Newman,
tt0067810,movie,Sweet Sweetback's Baadasssss Song,Sweet Sweetback's Baadasssss Song,0,1971,\N,97,"Action,Crime,Drama",nm0887708,nm0887708,nm0887708,Melvin Van Peebles,
tt0067840,movie,Tere Mere Sapne,Tere Mere Sapne,0,1971,\N,175,"Drama,Romance",nm0025629,"nm0025629,nm1538297,nm0188743",nm0025629,Vijay Anand,
tt0067866,movie,El Topo,El Topo,0,1970,\N,125,"Drama,Western",nm0423524,nm0423524,nm0423524,Alejandro Jodorowsky,
tt0067897,movie,Umutsuzlar,Umutsuzlar,0,1971,\N,87,"Crime,Drama,Romance",nm0351566,nm0351566,nm0351566,Yilmaz Guney,
tt0067925,movie,Vamsha Vriksha,Vamsha Vriksha,0,1971,\N,166,Drama,"nm0438911,nm0439784","nm13442122,nm0438911,nm0439784",nm0438911,B.V. Karanth,
tt0067925,movie,Vamsha Vriksha,Vamsha Vriksha,0,1971,\N,166,Drama,"nm0438911,nm0439784","nm13442122,nm0438911,nm0439784",nm0439784,Girish Karnad,
tt0067961,movie,Wanda,Wanda,0,1970,\N,102,"Crime,Drama",nm0517056,nm0517056,nm0517056,Barbara Loden,
tt0067964,movie,Le wazzou polygame,Le wazzou polygame,0,1971,\N,50,Drama,nm0304121,\N,nm0304121,Oumarou Ganda,
tt0067970,movie,Wenn mein Schätzchen auf die Pauke haut,Wenn mein Schätzchen auf die Pauke haut,0,1971,\N,86,Comedy,nm0917076,"nm0248504,nm0211134,nm0917906",nm0917076,Peter Weck,
tt0068009,movie,"Za rekoy, granitsa","Za rekoy, granitsa",0,1972,\N,86,Adventure,nm0439495,"nm0439495,nm0548503,nm0807050",nm0439495,Alty Karliyev,
tt0068015,movie,Beach of the War Gods,Zhan shen tan,0,1973,\N,100,Action,nm0911093,nm0911093,nm0911093,Jimmy Wang Yu,
tt0068181,movie,Agit,Agit,0,1972,\N,82,"Crime,Drama",nm0351566,nm0351566,nm0351566,Yilmaz Guney,
tt0068201,movie,American Wilderness,American Wilderness,0,1970,\N,110,"Documentary,Family",nm0239618,nm0239618,nm0239618,Arthur R. Dubs,
tt0068275,movie,Ape and Super-Ape,Bij de beesten af,0,1972,\N,104,Documentary,nm0351842,"nm0351842,nm2833554,nm0465547,nm5657082",nm0351842,Bert Haanstra,
tt0068305,movie,Bombay to Goa,Bombay to Goa,0,1972,\N,132,"Action,Adventure,Comedy","nm0576454,nm0708001","nm0471424,nm2032927",nm0576454,Mehmood,
tt0068318,movie,Brother of the Wind,Brother of the Wind,0,1973,\N,88,Adventure,nm0732555,"nm0150712,nm1442041",nm0732555,Dick Robinson,
tt0068323,movie,Buck and the Preacher,Buck and the Preacher,0,1972,\N,102,"Adventure,Drama,Western","nm0765121,nm0001627","nm0455852,nm0907703",nm0001627,Sidney Poitier,
tt0068380,movie,The Inner Scar,La cicatrice intérieure,0,1972,\N,60,"Drama,Fantasy,Music",nm0308042,"nm0308042,nm0630113",nm0308042,Philippe Garrel,
tt0068418,movie,Therefore It Is,Così sia,0,1972,\N,93,"Comedy,Western",nm0130731,"nm0093501,nm0130731",nm0130731,Alfio Caltabiano,
tt0068431,movie,Cu mâinile curate,Cu mâinile curate,0,1972,\N,95,"Action,Crime,Thriller",nm0630197,"nm0691489,nm0757841",nm0630197,Sergiu Nicolaescu,
tt0068451,movie,The Day the Clown Cried,The Day the Clown Cried,0,1972,\N,90,Drama,nm0001471,"nm0001471,nm0639614,nm0219819",nm0001471,Jerry Lewis,
tt0068479,movie,The Two Seasons of Life,Les deux saisons de la vie,0,1972,\N,90,Drama,nm0667575,"nm0017308,nm0667575",nm0667575,Samy Pavel,
tt0068515,movie,Two Brothers in Trinity,Jesse & Lester - Due fratelli in un posto chiamato Trinità,0,1972,\N,97,"Comedy,Western","nm0313016,nm0365835","nm0313016,nm0365835",nm0365835,Richard Harrison,
tt0068555,movie,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,0,1972,\N,88,Comedy,nm0000095,"nm0720602,nm0000095",nm0000095,Woody Allen,
tt0068610,movie,The French Love,The French Love,0,1972,\N,100,Drama,nm0126864,nm0126864,nm0126864,Jose Benazeraf,
tt0068619,movie,Ganja & Hess,Ganja & Hess,0,1973,\N,112,"Drama,Fantasy,Horror",nm0348155,nm0348155,nm0348155,Bill Gunn,
tt0068674,movie,Hammersmith Is Out,Hammersmith Is Out,0,1972,\N,108,"Comedy,Drama",nm0001811,nm0926247,nm0001811,Peter Ustinov,
tt0068692,movie,Tenderness,Hellyys,0,1972,\N,86,Comedy,nm0232807,nm0232807,nm0232807,Jorn Donner,
tt0068694,movie,The Hero,Bloomfield,0,1970,\N,97,"Drama,Sport","nm0957612,nm0001321","nm0343408,nm0001321,nm0542554",nm0001321,Richard Harris,
tt0068698,movie,Hickey & Boggs,Hickey & Boggs,0,1972,\N,111,"Crime,Drama,Thriller",nm0191685,nm0001353,nm0191685,Robert Culp,
tt0068699,movie,High Plains Drifter,High Plains Drifter,0,1973,\N,105,"Drama,Mystery,Western",nm0000142,"nm0862781,nm0718466",nm0000142,Clint Eastwood,
tt0068752,movie,J.C.,J.C.,0,1972,\N,99,"Action,Adventure,Drama",nm0568881,"nm0568881,nm0858233",nm0568881,William F. McGaha,
tt0068771,movie,Jonny en Jessy,Jonny en Jessy,0,1972,\N,103,Drama,nm0026279,"nm0026279,nm1010649,nm0886085",nm0026279,Wies Andersen,
tt0068825,movie,"Superbug, Super Agent",Ein Käfer gibt Vollgas,0,1972,\N,91,Comedy,nm0728699,nm0728699,nm0728699,Rudolf Zehetgruber,
tt0068861,movie,The Limit,The Limit,0,1972,\N,90,"Action,Crime,Drama",nm0001433,"nm0131727,nm0001433",nm0001433,Yaphet Kotto,
tt0068865,movie,Lives of Performers,Lives of Performers,0,1972,\N,90,Drama,nm0707033,nm0707033,nm0707033,Yvonne Rainer,
tt0068920,movie,Antony and Cleopatra,Antony and Cleopatra,0,1972,\N,138,"Drama,History",nm0000032,"nm0211995,nm0000032,nm0000636",nm0000032,Charlton Heston,
tt0068935,movie,The Way of the Dragon,Meng long guo jiang,0,1972,\N,99,"Action,Adventure,Comedy",nm0000045,nm0000045,nm0000045,Bruce Lee,
tt0068941,movie,Peeping Toms,Metzitzim,0,1972,\N,90,Comedy,nm0957612,"nm0251870,nm0957612",nm0957612,Uri Zohar,
tt0069068,movie,Pechki-lavochki,Pechki-lavochki,0,1972,\N,90,Comedy,nm0161067,nm0161067,nm0161067,Vasiliy Shukshin,
tt0069082,movie,Die Pfarrhauskomödie,Die Pfarrhauskomödie,0,1972,\N,80,Comedy,nm0718801,"nm0491585,nm0718801",nm0718801,Veit Relin,
tt0069150,movie,Québec: Duplessis et après...,Québec: Duplessis et après...,0,1972,\N,121,"Documentary,History",nm0000780,"nm0000780,nm0536906",nm0000780,Denys Arcand,
tt0069158,movie,Rage,Rage,0,1972,\N,100,"Drama,Mystery,Thriller",nm0001715,"nm0295339,nm0459109",nm0001715,George C. Scott,
tt0069183,movie,Rise and Fall of the World as Seen from a Sexual Position,Rise and Fall of the World as Seen from a Sexual Position,0,1972,\N,\N,Comedy,nm0583025,nm0583025,nm0583025,Arthur Meyer,
tt0069210,movie,Salomè,Salomè,0,1972,\N,73,Drama,nm0070644,"nm0070644,nm0928492",nm0070644,Carmelo Bene,
tt0069326,movie,Stundenplan einer Verführung,Stundenplan einer Verführung,0,1972,\N,81,"Comedy,Drama",nm0082420,\N,nm0082420,Hans Billian,
tt0069342,movie,Les tam tams se sont tus,Les tam tams se sont tus,0,1972,\N,80,Drama,nm0608164,\N,nm0608164,Philippe Mory,
tt0069397,movie,"Everybody He Is Nice, Everybody He Is Beautiful","Tout le monde il est beau, tout le monde il est gentil",0,1972,\N,105,"Comedy,Music",nm0946179,"nm0802772,nm0946179",nm0946179,Jean Yanne,
tt0069400,movie,Trafic,Trafic,0,1971,\N,96,Comedy,nm0004244,"nm0004244,nm0481401,nm0351842",nm0004244,Jacques Tati,
tt0069403,movie,Trap on Cougar Mountain,Trap on Cougar Mountain,0,1972,\N,94,"Adventure,Western",nm0488814,"nm1565447,nm0488814",nm0488814,Keith Larsen,
tt0069488,movie,"The Wedding Was Beautiful, People Were Crying","The Wedding Was Beautiful, People Were Crying",0,1972,\N,\N,Comedy,nm0469373,nm0469373,nm0469373,Andrzej Krakowski,
tt0069552,movie,Über Nacht,Über Nacht,0,1973,\N,85,Drama,nm0859763,"nm0859763,nm0956394",nm0859763,Karin Thome,
tt0069705,movie,One Hamlet Less,Un Amleto di meno,0,1973,\N,70,Drama,nm0070644,"nm0070644,nm0000636",nm0070644,Carmelo Bene,
tt0069752,movie,Baba,Baba,0,1971,\N,96,"Crime,Drama",nm0351566,"nm0351566,nm0947987",nm0351566,Yilmaz Guney,
tt0069759,movie,Bada Kabutar,Bada Kabutar,0,1973,\N,144,"Action,Comedy,Crime",nm0894340,nm0015296,nm0894340,Deven Verma,
tt0069764,movie,Hangover,Baksmälla,0,1973,\N,80,"Comedy,Drama,Romance","nm0232807,nm1230703,nm0228568","nm0232807,nm2974507",nm0232807,Jorn Donner,
tt0069811,movie,The Body Shop,The Body Shop,0,1972,\N,75,"Horror,Sci-Fi",nm0666121,nm0666121,nm0666121,J.G. Patterson Jr.,
tt0069816,movie,Book of Numbers,Book of Numbers,0,1973,\N,81,"Crime,Drama",nm0820566,"nm0679590,nm0818539",nm0820566,Raymond St. Jacques,
tt0069825,movie,The Brothers O'Toole,The Brothers O'Toole,0,1973,\N,95,"Comedy,Western",nm0258757,"nm0446909,nm0362992",nm0258757,Richard Erdman,
tt0069871,movie,Chhupa Rustam,Chhupa Rustam,0,1973,\N,\N,"Action,Thriller",nm0025629,"nm0025629,nm1538297,nm0762779",nm0025629,Vijay Anand,
tt0069962,movie,Let's Go and Kill Sartana,Vamos a matar Sartana,0,1971,\N,88,Western,"nm0684755,nm0552328","nm0547495,nm0556365",nm0552328,Jorge Martin,
tt0069991,movie,Don Quixote,Don Quixote,0,1973,\N,111,Music,"nm0375818,nm0638159","nm0148859,nm0638159,nm0677535",nm0375818,Robert Helpmann,
tt0069991,movie,Don Quixote,Don Quixote,0,1973,\N,111,Music,"nm0375818,nm0638159","nm0148859,nm0638159,nm0677535",nm0638159,Rudolf Nureyev,
tt0070018,movie,Ebon Lundin,Ebon Lundin,0,1973,\N,78,Drama,nm0651807,nm0651807,nm0651807,Per Oscarsson,
tt0070053,movie,Far West,Le Far-West,0,1973,\N,90,"Comedy,Western",nm0107035,"nm0107035,nm0029274",nm0107035,Jacques Brel,
tt0070086,movie,The Pedestrian,Der Fußgänger,0,1973,\N,98,Drama,nm0001703,"nm0386727,nm0001703,nm0782704",nm0001703,Maximilian Schell,
tt0070125,movie,Gospel Road: A Story of Jesus,Gospel Road: A Story of Jesus,0,1973,\N,93,"Drama,Music",nm0253338,"nm0143599,nm0615117",nm0253338,Robert Elfstrom,
tt0070147,movie,Hamlet,Hamlet,0,1973,\N,168,Drama,"nm0124210,nm0095080","nm0124213,nm0000636",nm0124210,Stephen Bush,
tt0070280,movie,Ein Käfer auf Extratour,Ein Käfer auf Extratour,0,1973,\N,92,"Comedy,Fantasy",nm0728699,nm0728699,nm0728699,Rudolf Zehetgruber,
tt0070341,movie,Ai yu qi tan,Ai yu qi tan,0,1973,\N,\N,"Comedy,Romance",nm0156573,nm0156573,nm0156573,Sum Cheung,
tt0070398,movie,El misterio del castillo rojo,El misterio del castillo rojo,0,1973,\N,80,Sci-Fi,nm0001238,\N,nm0001238,Jesus Franco,
tt0070400,movie,Mo gui tian shi,Mo gui tian shi,0,1973,\N,80,"Action,Crime,Drama",nm0516316,nm0158402,nm0516316,Lieh Lo,
tt0070401,movie,"Me, I Want to Have Dough",Moi y'en a vouloir des sous,0,1973,\N,107,Comedy,nm0946179,"nm0946179,nm0802772",nm0946179,Jean Yanne,
tt0070410,movie,More Ways Than One!,More Ways Than One!,1,1973,\N,49,Adult,nm0337150,\N,nm0337150,Zachary Strong,
tt0070460,movie,Day for Night,La nuit américaine,0,1973,\N,116,"Comedy,Drama,Romance",nm0000076,"nm0000076,nm0723827,nm0771535",nm0000076,Francois Truffaut,
tt0070515,movie,Pas d'un,Pas d'un,0,1973,\N,\N,\N,nm0713988,\N,nm0713988,Steve Reagan,
tt0070554,movie,Polvere di stelle,Polvere di stelle,0,1973,\N,142,"Comedy,Musical",nm0814773,"nm0531431,nm0814773,nm0953301",nm0814773,Alberto Sordi,
tt0070623,movie,Saitane,Saitane,0,1973,\N,55,Drama,nm0304121,nm0304121,nm0304121,Oumarou Ganda,
tt0070626,movie,Samad Goes to the School,Samad be madreseh miravad,0,1973,\N,104,Comedy,nm0768558,nm0768558,nm0768558,Parviz Sayyad,
